2019-12-24 08:32:52	系统	系统	参数配置文件加载完成
2019-12-24 08:33:17	系统	系统	初始化机器人控制器成功
2019-12-24 08:33:19	系统	系统	连接PLC失败
2019-12-24 08:34:36	系统	系统	参数配置文件加载完成
2019-12-24 08:34:58	系统	系统	初始化机器人控制器成功
2019-12-24 08:35:03	系统	系统	连接PLC失败
2019-12-24 08:46:10	系统	系统	参数配置文件加载完成
2019-12-24 08:46:35	系统	系统	初始化机器人控制器成功
2019-12-24 08:46:40	系统	系统	连接PLC失败
2019-12-24 08:48:35	系统	系统	参数配置文件加载完成
2019-12-24 08:48:56	系统	系统	初始化机器人控制器成功
2019-12-24 08:48:58	系统	系统	连接PLC失败
2019-12-24 09:12:34	系统	系统	参数配置文件加载完成
2019-12-24 09:12:56	系统	系统	初始化机器人控制器成功
2019-12-24 09:12:59	系统	系统	连接PLC失败
2019-12-24 10:53:32	系统	系统	参数配置文件加载完成
2019-12-24 10:53:54	系统	系统	初始化机器人控制器成功
2019-12-24 10:53:57	系统	系统	连接PLC失败
2019-12-24 11:52:19	系统	系统	参数配置文件加载完成
2019-12-24 11:52:39	系统	系统	初始化机器人控制器成功
2019-12-24 11:52:41	系统	系统	连接PLC失败
2019-12-24 13:32:47	系统	系统	参数配置文件加载完成
2019-12-24 13:33:09	系统	系统	初始化机器人控制器成功
2019-12-24 13:33:11	系统	系统	连接PLC失败
2019-12-24 13:42:54	系统	系统	参数配置文件加载完成
2019-12-24 13:43:18	系统	系统	初始化机器人控制器成功
2019-12-24 13:43:21	系统	系统	连接PLC失败
2019-12-24 13:55:57	系统	系统	参数配置文件加载完成
2019-12-24 13:56:18	系统	系统	初始化机器人控制器成功
2019-12-24 13:56:23	系统	系统	连接PLC失败
2019-12-24 14:07:13	系统	系统	参数配置文件加载完成
2019-12-24 14:07:33	系统	系统	初始化机器人控制器成功
2019-12-24 14:07:36	系统	系统	连接PLC失败
2019-12-24 14:21:17	系统	系统	参数配置文件加载完成
2019-12-24 14:21:39	系统	系统	初始化机器人控制器成功
2019-12-24 14:21:42	系统	系统	连接PLC失败
2019-12-24 14:32:22	系统	系统	参数配置文件加载完成
2019-12-24 14:32:44	系统	系统	初始化机器人控制器成功
2019-12-24 14:32:46	系统	系统	连接PLC失败
2019-12-24 14:34:41	系统	系统	参数配置文件加载完成
2019-12-24 14:34:58	系统	系统	初始化机器人控制器成功
2019-12-24 14:35:02	系统	系统	连接PLC失败
2019-12-24 14:37:44	系统	系统	参数配置文件加载完成
2019-12-24 14:38:04	系统	系统	初始化机器人控制器成功
2019-12-24 14:38:07	系统	系统	连接PLC失败
2019-12-24 14:54:38	系统	系统	参数配置文件加载完成
2019-12-24 14:55:02	系统	系统	初始化机器人控制器成功
2019-12-24 14:55:05	系统	系统	连接PLC失败
2019-12-24 14:57:47	系统	系统	参数配置文件加载完成
2019-12-24 14:58:08	系统	系统	初始化机器人控制器成功
2019-12-24 14:58:10	系统	系统	连接PLC失败
2019-12-24 15:11:04	系统	系统	参数配置文件加载完成
2019-12-24 15:11:26	系统	系统	初始化机器人控制器成功
2019-12-24 15:11:29	系统	系统	连接PLC失败
2019-12-24 19:42:58	系统	系统	参数配置文件加载完成
2019-12-24 19:43:18	系统	系统	初始化机器人控制器成功
2019-12-24 19:43:21	系统	系统	连接PLC失败
2019-12-24 19:51:37	系统	系统	参数配置文件加载完成
2019-12-24 19:51:57	系统	系统	初始化机器人控制器成功
2019-12-24 19:52:00	系统	系统	连接PLC失败
2019-12-24 19:56:19	系统	系统	参数配置文件加载完成
2019-12-24 19:56:39	系统	系统	初始化机器人控制器成功
2019-12-24 19:56:41	系统	系统	连接PLC失败
