2019-12-07 16:36:54	管理员	管理员	进入机器人示教界面
2019-12-07 16:37:08	管理员	管理员	点击了A轨任务信息文件保存
2019-12-07 16:37:10	管理员	管理员	点击了A轨任务信息文件保存
2019-12-07 16:38:14	管理员	管理员	退出系统
2019-12-07 16:40:07	管理员	管理员	登录系统
2019-12-07 16:40:39	管理员	管理员	进入机器人示教界面
2019-12-07 16:41:40	管理员	管理员	退出系统
2019-12-07 16:42:19	管理员	管理员	登录系统
2019-12-07 16:42:45	管理员	管理员	进入机器人示教界面
2019-12-07 16:44:19	管理员	管理员	退出系统
2019-12-07 16:45:35	管理员	管理员	登录系统
2019-12-07 16:50:09	管理员	管理员	进入机器人示教界面
2019-12-07 16:51:25	管理员	管理员	进入自动运行界面
2019-12-07 16:51:26	管理员	管理员	进入机器人示教界面
2019-12-07 16:53:09	管理员	管理员	登录系统
2019-12-07 16:53:33	管理员	管理员	进入机器人示教界面
2019-12-07 16:54:25	管理员	管理员	退出系统
